state,district,stage,type,date,schools
Kelantan,Kota Bharu,primary,Sekolah Rendah Kerajaan,2021-01-01,96
Kelantan,Kota Bharu,primary,Sekolah Rendah Kerajaan,2022-01-01,96
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2017-01-01,49
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2018-01-01,49
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2019-01-01,49
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2020-01-01,49
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2021-01-01,49
Kelantan,Kota Bharu,secondary,Sekolah Menengah Kerajaan,2022-01-01,49
Kelantan,Kota Bharu,tertiary,IPTA,2017-01-01,1
Kelantan,Kota Bharu,tertiary,IPTA,2018-01-01,1
Kelantan,Kota Bharu,tertiary,IPTA,2019-01-01,1
Kelantan,Kota Bharu,tertiary,IPTA,2020-01-01,1
Kelantan,Kota Bharu,tertiary,IPTA,2021-01-01,1
Kelantan,Kota Bharu,tertiary,IPTA,2022-01-01,1
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2017-01-01,41
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2018-01-01,41
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2019-01-01,41
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2020-01-01,41
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2021-01-01,41
Kelantan,Kuala Krai,primary,Sekolah Rendah Kerajaan,2022-01-01,41
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Kelantan,Kuala Krai,secondary,Sekolah Menengah Kerajaan,2022-01-01,13
Kelantan,Kuala Krai,tertiary,IPTA,2017-01-01,0
Kelantan,Kuala Krai,tertiary,IPTA,2018-01-01,0
Kelantan,Kuala Krai,tertiary,IPTA,2019-01-01,0
Kelantan,Kuala Krai,tertiary,IPTA,2020-01-01,0
Kelantan,Kuala Krai,tertiary,IPTA,2021-01-01,0
Kelantan,Kuala Krai,tertiary,IPTA,2022-01-01,0
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Kelantan,Machang,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2017-01-01,10
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
Kelantan,Machang,secondary,Sekolah Menengah Kerajaan,2022-01-01,10
Kelantan,Machang,tertiary,IPTA,2017-01-01,0
Kelantan,Machang,tertiary,IPTA,2018-01-01,0
Kelantan,Machang,tertiary,IPTA,2019-01-01,0
Kelantan,Machang,tertiary,IPTA,2020-01-01,0
Kelantan,Machang,tertiary,IPTA,2021-01-01,0
Kelantan,Machang,tertiary,IPTA,2022-01-01,0
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2017-01-01,56
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2018-01-01,56
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2019-01-01,56
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2020-01-01,56
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2021-01-01,56
Kelantan,Pasir Mas,primary,Sekolah Rendah Kerajaan,2022-01-01,56
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2017-01-01,25
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2018-01-01,25
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2019-01-01,25
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2020-01-01,25
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2021-01-01,25
Kelantan,Pasir Mas,secondary,Sekolah Menengah Kerajaan,2022-01-01,25
Kelantan,Pasir Mas,tertiary,IPTA,2017-01-01,0
Kelantan,Pasir Mas,tertiary,IPTA,2018-01-01,0
Kelantan,Pasir Mas,tertiary,IPTA,2019-01-01,0
Kelantan,Pasir Mas,tertiary,IPTA,2020-01-01,0
Kelantan,Pasir Mas,tertiary,IPTA,2021-01-01,0
Kelantan,Pasir Mas,tertiary,IPTA,2022-01-01,0
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2017-01-01,39
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2018-01-01,39
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2019-01-01,39
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2020-01-01,39
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2021-01-01,39
Kelantan,Pasir Puteh,primary,Sekolah Rendah Kerajaan,2022-01-01,39
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Kelantan,Pasir Puteh,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Kelantan,Pasir Puteh,tertiary,IPTA,2017-01-01,0
Kelantan,Pasir Puteh,tertiary,IPTA,2018-01-01,0
Kelantan,Pasir Puteh,tertiary,IPTA,2019-01-01,0
Kelantan,Pasir Puteh,tertiary,IPTA,2020-01-01,0
Kelantan,Pasir Puteh,tertiary,IPTA,2021-01-01,0
Kelantan,Pasir Puteh,tertiary,IPTA,2022-01-01,0
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2017-01-01,34
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2018-01-01,34
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2019-01-01,34
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2020-01-01,34
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2021-01-01,34
Kelantan,Tanah Merah,primary,Sekolah Rendah Kerajaan,2022-01-01,34
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Kelantan,Tanah Merah,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Kelantan,Tanah Merah,tertiary,IPTA,2017-01-01,0
Kelantan,Tanah Merah,tertiary,IPTA,2018-01-01,0
Kelantan,Tanah Merah,tertiary,IPTA,2019-01-01,0
Kelantan,Tanah Merah,tertiary,IPTA,2020-01-01,0
Kelantan,Tanah Merah,tertiary,IPTA,2021-01-01,0
Kelantan,Tanah Merah,tertiary,IPTA,2022-01-01,0
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2017-01-01,35
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2018-01-01,35
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2019-01-01,35
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2020-01-01,35
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2021-01-01,35
Kelantan,Tumpat,primary,Sekolah Rendah Kerajaan,2022-01-01,35
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Kelantan,Tumpat,secondary,Sekolah Menengah Kerajaan,2022-01-01,13
Kelantan,Tumpat,tertiary,IPTA,2017-01-01,0
Kelantan,Tumpat,tertiary,IPTA,2018-01-01,0
Kelantan,Tumpat,tertiary,IPTA,2019-01-01,0
Kelantan,Tumpat,tertiary,IPTA,2020-01-01,0
Kelantan,Tumpat,tertiary,IPTA,2021-01-01,0
Kelantan,Tumpat,tertiary,IPTA,2022-01-01,0
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2017-01-01,77
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2018-01-01,77
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2019-01-01,77
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2020-01-01,77
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2021-01-01,77
Melaka,Alor Gajah,primary,Sekolah Rendah Kerajaan,2022-01-01,77
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2017-01-01,20
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2018-01-01,20
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2019-01-01,20
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2020-01-01,20
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2021-01-01,20
Melaka,Alor Gajah,secondary,Sekolah Menengah Kerajaan,2022-01-01,20
Melaka,Alor Gajah,tertiary,IPTA,2017-01-01,1
Melaka,Alor Gajah,tertiary,IPTA,2018-01-01,1
Melaka,Alor Gajah,tertiary,IPTA,2019-01-01,1
Melaka,Alor Gajah,tertiary,IPTA,2020-01-01,1
Melaka,Alor Gajah,tertiary,IPTA,2021-01-01,1
Melaka,Alor Gajah,tertiary,IPTA,2022-01-01,1
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2017-01-01,67
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2018-01-01,67
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2019-01-01,67
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2020-01-01,67
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2021-01-01,67
Melaka,Jasin,primary,Sekolah Rendah Kerajaan,2022-01-01,67
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2017-01-01,18
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2018-01-01,18
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2019-01-01,18
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2020-01-01,18
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2021-01-01,18
Melaka,Jasin,secondary,Sekolah Menengah Kerajaan,2022-01-01,18
Melaka,Jasin,tertiary,IPTA,2017-01-01,0
Melaka,Jasin,tertiary,IPTA,2018-01-01,0
Melaka,Jasin,tertiary,IPTA,2019-01-01,0
Melaka,Jasin,tertiary,IPTA,2020-01-01,0
Melaka,Jasin,tertiary,IPTA,2021-01-01,0
Melaka,Jasin,tertiary,IPTA,2022-01-01,0
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2017-01-01,93
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2018-01-01,93
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2019-01-01,94
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2020-01-01,94
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2021-01-01,94
Melaka,Melaka Tengah,primary,Sekolah Rendah Kerajaan,2022-01-01,94
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2017-01-01,39
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2018-01-01,39
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2019-01-01,39
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2020-01-01,39
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2021-01-01,39
Melaka,Melaka Tengah,secondary,Sekolah Menengah Kerajaan,2022-01-01,40
Melaka,Melaka Tengah,tertiary,IPTA,2017-01-01,0
Melaka,Melaka Tengah,tertiary,IPTA,2018-01-01,0
Melaka,Melaka Tengah,tertiary,IPTA,2019-01-01,0
Melaka,Melaka Tengah,tertiary,IPTA,2020-01-01,0
Melaka,Melaka Tengah,tertiary,IPTA,2021-01-01,0
Melaka,Melaka Tengah,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2017-01-01,74
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2018-01-01,24
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2019-01-01,24
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2020-01-01,24
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2021-01-01,24
Negeri Sembilan,Jelebu,primary,Sekolah Rendah Kerajaan,2022-01-01,24
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2017-01-01,25
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2018-01-01,8
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2019-01-01,8
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2020-01-01,8
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2021-01-01,8
Negeri Sembilan,Jelebu,secondary,Sekolah Menengah Kerajaan,2022-01-01,8
Negeri Sembilan,Jelebu,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Jelebu,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Jelebu,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Jelebu,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Jelebu,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Jelebu,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Jempol,primary,Sekolah Rendah Kerajaan,2018-01-01,50
Negeri Sembilan,Jempol,primary,Sekolah Rendah Kerajaan,2019-01-01,50
Negeri Sembilan,Jempol,primary,Sekolah Rendah Kerajaan,2020-01-01,50
Negeri Sembilan,Jempol,primary,Sekolah Rendah Kerajaan,2021-01-01,50
Negeri Sembilan,Jempol,primary,Sekolah Rendah Kerajaan,2022-01-01,50
Negeri Sembilan,Jempol,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Negeri Sembilan,Jempol,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Negeri Sembilan,Jempol,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Negeri Sembilan,Jempol,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Negeri Sembilan,Jempol,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Negeri Sembilan,Jempol,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Jempol,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Jempol,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Jempol,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Jempol,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Jempol,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2017-01-01,47
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2020-01-01,47
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Negeri Sembilan,Kuala Pilah,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Negeri Sembilan,Kuala Pilah,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Kuala Pilah,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2017-01-01,50
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2018-01-01,50
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2019-01-01,50
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2020-01-01,50
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2021-01-01,50
Negeri Sembilan,Port Dickson,primary,Sekolah Rendah Kerajaan,2022-01-01,50
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Negeri Sembilan,Port Dickson,secondary,Sekolah Menengah Kerajaan,2022-01-01,13
Negeri Sembilan,Port Dickson,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Port Dickson,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Port Dickson,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Port Dickson,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Port Dickson,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Port Dickson,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2019-01-01,30
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2020-01-01,30
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2021-01-01,30
Negeri Sembilan,Rembau,primary,Sekolah Rendah Kerajaan,2022-01-01,30
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2017-01-01,11
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2018-01-01,11
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2019-01-01,11
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2020-01-01,11
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2021-01-01,11
Negeri Sembilan,Rembau,secondary,Sekolah Menengah Kerajaan,2022-01-01,11
Negeri Sembilan,Rembau,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Rembau,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Rembau,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Rembau,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Rembau,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Rembau,tertiary,IPTA,2022-01-01,0
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2017-01-01,111
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2018-01-01,111
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2019-01-01,110
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2020-01-01,112
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2021-01-01,112
Negeri Sembilan,Seremban,primary,Sekolah Rendah Kerajaan,2022-01-01,113
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2017-01-01,48
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2018-01-01,48
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2019-01-01,48
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2020-01-01,48
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2021-01-01,48
Negeri Sembilan,Seremban,secondary,Sekolah Menengah Kerajaan,2022-01-01,49
Negeri Sembilan,Seremban,tertiary,IPTA,2017-01-01,1
Negeri Sembilan,Seremban,tertiary,IPTA,2018-01-01,1
Negeri Sembilan,Seremban,tertiary,IPTA,2019-01-01,1
Negeri Sembilan,Seremban,tertiary,IPTA,2020-01-01,1
Negeri Sembilan,Seremban,tertiary,IPTA,2021-01-01,1
Negeri Sembilan,Seremban,tertiary,IPTA,2022-01-01,1
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2017-01-01,39
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2018-01-01,39
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2019-01-01,39
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2020-01-01,39
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2021-01-01,39
Negeri Sembilan,Tampin,primary,Sekolah Rendah Kerajaan,2022-01-01,39
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2017-01-01,12
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2018-01-01,12
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2019-01-01,12
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2020-01-01,12
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2021-01-01,12
Negeri Sembilan,Tampin,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Negeri Sembilan,Tampin,tertiary,IPTA,2017-01-01,0
Negeri Sembilan,Tampin,tertiary,IPTA,2018-01-01,0
Negeri Sembilan,Tampin,tertiary,IPTA,2019-01-01,0
Negeri Sembilan,Tampin,tertiary,IPTA,2020-01-01,0
Negeri Sembilan,Tampin,tertiary,IPTA,2021-01-01,0
Negeri Sembilan,Tampin,tertiary,IPTA,2022-01-01,0
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2017-01-01,38
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2018-01-01,38
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2019-01-01,38
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2020-01-01,38
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2021-01-01,38
Pahang,Bentong,primary,Sekolah Rendah Kerajaan,2022-01-01,38
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2017-01-01,18
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2018-01-01,18
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2019-01-01,18
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2020-01-01,18
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2021-01-01,18
Pahang,Bentong,secondary,Sekolah Menengah Kerajaan,2022-01-01,18
Pahang,Bentong,tertiary,IPTA,2017-01-01,0
Pahang,Bentong,tertiary,IPTA,2018-01-01,0
Pahang,Bentong,tertiary,IPTA,2019-01-01,0
Pahang,Bentong,tertiary,IPTA,2020-01-01,0
Pahang,Bentong,tertiary,IPTA,2021-01-01,0
Pahang,Bentong,tertiary,IPTA,2022-01-01,0
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2017-01-01,38
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2018-01-01,41
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2019-01-01,41
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2020-01-01,41
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2021-01-01,41
Pahang,Bera,primary,Sekolah Rendah Kerajaan,2022-01-01,41
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2017-01-01,10
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
Pahang,Bera,secondary,Sekolah Menengah Kerajaan,2022-01-01,10
Pahang,Bera,tertiary,IPTA,2017-01-01,0
Pahang,Bera,tertiary,IPTA,2018-01-01,0
Pahang,Bera,tertiary,IPTA,2019-01-01,0
Pahang,Bera,tertiary,IPTA,2020-01-01,0
Pahang,Bera,tertiary,IPTA,2021-01-01,0
Pahang,Bera,tertiary,IPTA,2022-01-01,0
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2017-01-01,25
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2018-01-01,25
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2019-01-01,25
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2020-01-01,25
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2021-01-01,25
Pahang,Cameron Highlands,primary,Sekolah Rendah Kerajaan,2022-01-01,25
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Pahang,Cameron Highlands,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Pahang,Cameron Highlands,tertiary,IPTA,2017-01-01,0
Pahang,Cameron Highlands,tertiary,IPTA,2018-01-01,0
Pahang,Cameron Highlands,tertiary,IPTA,2019-01-01,0
Pahang,Cameron Highlands,tertiary,IPTA,2020-01-01,0
Pahang,Cameron Highlands,tertiary,IPTA,2021-01-01,0
Pahang,Cameron Highlands,tertiary,IPTA,2022-01-01,0
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2017-01-01,48
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Pahang,Jerantut,primary,Sekolah Rendah Kerajaan,2020-01-01,47
